time,yaw_rate_deg,steering_angle_deg
13.3199999999999,-0.6058651,1
13.3399999999999,-0.816562776,1
13.3599999999999,-0.885629649,1
13.3799999999999,-0.745747374,1
13.3999999999999,-0.676680501,1
13.4199999999999,-0.816562776,1
13.4399999999999,-0.6058651,1
13.4599999999999,-0.676680501,1
13.4799999999999,-0.535923963,1
13.4999999999999,-0.535923963,1
13.5199999999999,-0.535923963,1
13.5399999999999,-0.676680501,1
13.5599999999999,-0.676680501,1
13.5799999999999,-0.816562776,1
13.5999999999999,-0.6058651,1
13.6199999999999,-0.676680501,0.9
13.6399999999999,-0.6058651,0.9
13.6599999999999,-0.326100552,0.9
13.6799999999999,-0.745747374,0.9
13.6999999999999,-0.6058651,0.8
13.7199999999999,-0.6058651,0.8
13.7399999999999,-0.745747374,0.8
13.7599999999999,-0.465982826,0.7
13.7799999999999,-0.6058651,0.7
13.7999999999999,-0.396041689,0.6
13.8199999999999,-0.676680501,0.5
13.8399999999999,-0.745747374,0.5
13.8599999999999,-0.396041689,0.4
13.8799999999999,-0.676680501,0.3
13.8999999999999,-0.535923963,0.3
13.9199999999999,-0.676680501,0.3
13.9399999999999,-0.396041689,0.3
13.9599999999999,-0.256159415,0.3
13.9799999999999,-0.396041689,0.3
13.9999999999999,-0.465982826,0.3
14.0199999999999,-0.326100552,0.3
14.0399999999999,-0.465982826,0.3
14.0599999999999,-0.326100552,0.3
14.0799999999999,-0.256159415,0.3
14.0999999999999,-0.6058651,0.3
14.1199999999999,-0.326100552,0.3
14.1399999999999,-0.396041689,0.3
14.1599999999999,-0.11627714,0.3
14.1799999999999,-0.396041689,0.3
14.1999999999999,-0.396041689,0.3
14.2199999999999,-0.256159415,0.3
14.2399999999999,-0.535923963,0.3
14.2599999999999,-0.186218278,0.3
14.2799999999999,-0.535923963,0.3
14.2999999999999,0.093546271,0.3
14.3199999999999,-0.326100552,0.3
14.3399999999999,-0.326100552,0.3
14.3599999999999,-0.465982826,0.3
14.3799999999999,-0.396041689,0.3
14.3999999999999,-0.11627714,0.3
14.4199999999999,-0.535923963,0.3
14.4399999999999,-0.326100552,0.3
14.4599999999999,-0.256159415,0.3
14.4799999999999,-0.6058651,0.3
14.4999999999999,-0.186218278,0.3
14.5199999999999,-0.6058651,0.2
14.5399999999999,-0.535923963,0.2
14.5599999999999,-0.396041689,0.2
14.5799999999999,-0.326100552,0.2
14.5999999999999,-0.326100552,0.2
14.6199999999999,-0.256159415,0.2
14.6399999999999,-0.256159415,0.1
14.6599999999999,0.304243946,0.1
14.6799999999999,-0.046336003,0
14.6999999999999,-0.535923963,0
14.7199999999999,-0.326100552,0
14.7399999999999,-0.396041689,0
14.7599999999999,-0.11627714,0
14.7799999999999,-0.535923963,0
14.7999999999999,-0.396041689,0
14.8199999999999,-0.256159415,0
14.8399999999999,-0.326100552,0
14.8599999999999,-0.535923963,0
14.8799999999999,-0.396041689,0
14.8999999999999,-0.11627714,0
14.9199999999999,-0.465982826,0
14.9399999999999,-0.256159415,0
14.9599999999999,-0.465982826,0
14.9799999999999,-0.186218278,-0.1
14.9999999999999,-0.256159415,-0.1
15.0199999999999,-0.396041689,-0.1
15.0399999999999,-0.396041689,0
15.0599999999999,-0.465982826,0
15.0799999999999,0.024479398,0
15.0999999999999,-0.326100552,0
15.1199999999999,-0.535923963,-0.1
15.1399999999999,-0.396041689,-0.1
15.1599999999999,-0.186218278,-0.1
15.1799999999999,-0.396041689,-0.1
15.1999999999999,-0.465982826,0
15.2199999999998,-0.6058651,0
15.2399999999998,-0.465982826,-0.1
15.2599999999999,-0.11627714,-0.1
15.2799999999999,-0.6058651,-0.1
15.2999999999999,-0.465982826,-0.2
15.3199999999999,-0.326100552,-0.2
15.3399999999999,-0.326100552,-0.3
15.3599999999999,-0.256159415,-0.3
15.3799999999998,-0.396041689,-0.4
15.3999999999998,-0.6058651,-0.4
15.4199999999999,-0.396041689,-0.5
15.4399999999999,-0.465982826,-0.6
15.4599999999998,-0.465982826,-0.7
15.4799999999999,-0.396041689,-0.7
15.4999999999999,-0.256159415,-0.9
15.5199999999999,-0.326100552,-1
15.5399999999998,-0.256159415,-1.1
15.5599999999998,-0.396041689,-1.2
15.5799999999998,-0.396041689,-1.2
15.5999999999998,-0.326100552,-1.3
15.6199999999998,-0.186218278,-1.5
15.6399999999998,0.024479398,-1.5
15.6599999999998,-0.256159415,-1.6
15.6799999999998,-0.11627714,-1.6
15.6999999999998,0.024479398,-1.6
15.7199999999998,-0.11627714,-1.6
15.7399999999998,-0.046336003,-1.6
15.7599999999998,-0.186218278,-1.6
15.7799999999998,-0.046336003,-1.6
15.7999999999998,-0.11627714,-1.6
15.8199999999998,-0.186218278,-1.5
15.8399999999998,-0.046336003,-1.5
15.8599999999998,0.093546271,-1.5
15.8799999999998,0.233428545,-1.6
15.8999999999998,-0.046336003,-1.6
15.9199999999998,0.093546271,-1.6
15.9399999999998,-0.11627714,-1.5
15.9599999999998,0.233428545,-1.5
15.9799999999998,-0.186218278,-1.5
15.9999999999998,-0.256159415,-1.5
16.0199999999998,0.304243946,-1.6
16.0399999999998,-0.11627714,-1.6
16.0599999999998,0.444126221,-1.6
16.0799999999998,0.164361672,-1.5
16.0999999999998,0.024479398,-1.5
16.1199999999998,-0.046336003,-1.5
16.1399999999998,-0.396041689,-1.5
16.1599999999998,-0.11627714,-1.5
16.1799999999998,0.164361672,-1.6
16.1999999999998,-0.11627714,-1.6
16.2199999999998,-0.11627714,-1.6
16.2399999999998,-0.465982826,-1.7
16.2599999999998,0.374185083,-1.7
16.2799999999998,-0.256159415,-1.7
16.2999999999998,0.024479398,-1.8
16.3199999999998,-0.396041689,-1.8
16.3399999999998,-0.11627714,-1.9
16.3599999999998,0.233428545,-1.9
16.3799999999998,0.093546271,-1.9
16.3999999999998,0.304243946,-1.9
16.4199999999998,-0.046336003,-1.9
16.4399999999998,0.093546271,-2
16.4599999999998,0.024479398,-2
16.4799999999998,0.444126221,-2
16.4999999999998,0.024479398,-2.1
16.5199999999998,0.093546271,-2.3
16.5399999999998,-0.046336003,-2.4
16.5599999999998,0.093546271,-2.4
16.5799999999998,-0.186218278,-2.5
16.5999999999998,0.093546271,-2.6
16.6199999999998,-0.186218278,-2.8
16.6399999999998,0.233428545,-2.9
16.6599999999998,-0.046336003,-2.9
16.6799999999998,0.024479398,-2.9
16.6999999999998,0.374185083,-2.9
16.7199999999998,0.093546271,-2.9
16.7399999999998,0.233428545,-2.9
16.7599999999998,0.374185083,-2.9
