time,yaw_rate_deg,steering_angle_deg
10.72,0.194961,-1.5
10.74,0.124146,-1.5
10.76,-0.01574,-1.5
10.7799999999999,-0.0848,-1.5
10.8,0.055079,-1.5
10.82,-0.01574,-1.5
10.84,0.055079,-1.5
10.8599999999999,0.055079,-1.5
10.8799999999999,-0.0848,-1.5
10.9,-0.22556,-1.5
10.9199999999999,-0.0848,-1.5
10.9399999999999,-0.01574,-1.5
10.9599999999999,0.055079,-1.5
10.9799999999999,-0.01574,-1.5
10.9999999999999,0.055079,-1.5
11.0199999999999,0.124146,-1.5
11.0399999999999,0.055079,-1.5
11.0599999999999,-0.01574,-1.5
11.0799999999999,-0.0848,-1.5
11.0999999999999,-0.01574,-1.5
11.1199999999999,-0.01574,-1.5
11.1399999999999,-0.01574,-1.5
11.1599999999999,-0.15562,-1.5
11.1799999999999,-0.22556,-1.5
11.1999999999999,-0.01574,-1.5
11.2199999999999,-0.01574,-1.5
11.2399999999999,-0.0848,-1.5
11.2599999999999,0.055079,-1.5
11.2799999999999,0.124146,-1.5
11.2999999999999,0.055079,-1.5
11.3199999999999,-0.01574,-1.5
11.3399999999999,-0.2955,-1.5
11.3599999999999,-0.22556,-1.5
11.3799999999999,0.055079,-1.5
11.3999999999999,0.194961,-1.5
11.4199999999999,-0.0848,-1.5
11.4399999999999,-0.0848,-1.5
11.4599999999999,-0.0848,-1.5
11.4799999999999,0.124146,-1.5
11.4999999999999,-0.0848,-1.5
11.5199999999999,-0.01574,-1.5
11.5399999999999,0.124146,-1.5
11.5599999999999,-0.0848,-1.5
11.5799999999999,-0.15562,-1.5
11.5999999999999,-0.22556,-1.5
11.6199999999999,0.194961,-1.5
11.6399999999999,-0.01574,-1.5
11.6599999999999,-0.2955,-1.5
11.6799999999999,0.055079,-1.5
11.6999999999999,-0.0848,-1.5
11.7199999999999,-0.01574,-1.5
11.7399999999999,-0.0848,-1.5
11.7599999999999,-0.43538,-1.5
11.7799999999999,-0.15562,-1.5
11.7999999999999,0.055079,-1.5
11.8199999999999,-0.0848,-1.5
11.8399999999999,-0.0848,-1.5
11.8599999999999,-0.15562,-1.5
11.8799999999999,-0.2955,-1.5
11.8999999999999,-0.0848,-1.5
11.9199999999999,0.124146,-1.5
11.9399999999999,0.055079,-1.5
11.9599999999999,0.124146,-1.5
11.9799999999999,-0.01574,-1.5
11.9999999999999,0.055079,-1.5
12.0199999999999,-0.0848,-1.5
12.0399999999999,0.055079,-1.5
12.0599999999999,-0.01574,-1.5
12.0799999999999,-0.22556,-1.5
12.0999999999999,-0.0848,-1.5
12.1199999999999,0.124146,-1.5
12.1399999999999,0.194961,-1.5
12.1599999999999,-0.15562,-1.5
12.1799999999999,-0.01574,-1.5
12.1999999999999,-0.15562,-1.5
12.2199999999999,-0.0848,-1.5
12.2399999999999,-0.01574,-1.5
12.2599999999999,0.124146,-1.5
12.2799999999999,0.055079,-1.5
12.2999999999999,-0.01574,-1.5
